,Open_time,Open,High,Low,Close,Volume,Close_time,Quote asset volumn,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
1,2021-01-16 07:00:00,1219.00000000,1278.00000000,1188.00000000,1276.27000000,382893.20169000,1610812799999,472815743.90906810,291687,201794.36130000,249414625.19407220
2,2021-01-16 11:00:00,1276.29000000,1298.00000000,1218.40000000,1252.59000000,317143.87898000,1610827199999,399228434.20008990,241947,158954.25004000,200266831.57892430
3,2021-01-16 15:00:00,1252.40000000,1280.71000000,1200.00000000,1227.83000000,255699.48294000,1610841599999,317148776.86756180,220001,122162.85957000,151619497.02459110
4,2021-01-16 19:00:00,1227.83000000,1258.00000000,1200.53000000,1241.20000000,193889.07217000,1610855999999,239063210.18989060,169389,97996.25210000,120901983.84440820
5,2021-01-16 23:00:00,1241.33000000,1250.72000000,1170.00000000,1182.60000000,260092.86651000,1610870399999,314644420.06477510,196943,124117.79206000,150248439.55898060
0,2021-01-17 03:00:00,1182.45000000,1228.37000000,1165.00000000,1219.52000000,303403.03227000,1610884799999,362477511.91997720,224920,154551.01561000,184772151.17926720
1,2021-01-17 07:00:00,1219.52000000,1246.92000000,1191.03000000,1241.17000000,227790.01775000,1610899199999,277839275.18463750,183328,116280.92097000,141905664.37523980
2,2021-01-17 11:00:00,1241.35000000,1251.00000000,1210.54000000,1218.30000000,160001.97705000,1610913599999,197599557.13690970,143137,80128.05485000,99015179.90313520
3,2021-01-17 15:00:00,1218.35000000,1269.02000000,1218.33000000,1232.45000000,172108.04004000,1610927999999,214800390.00085170,203561,92176.46890000,115038524.59449440
4,2021-01-17 19:00:00,1232.50000000,1247.73000000,1182.58000000,1194.07000000,208076.04408000,1610942399999,253759941.20501820,191379,97178.60931000,118681440.71644340
5,2021-01-17 23:00:00,1194.07000000,1227.01000000,1188.00000000,1219.62000000,155010.00201000,1610956799999,186815683.78606940,169058,79471.27451000,95807329.61881680
0,2021-01-18 03:00:00,1219.68000000,1234.23000000,1209.00000000,1225.43000000,151897.02037000,1610971199999,185675464.28871920,149260,75700.16094000,92556433.54647130
1,2021-01-18 07:00:00,1225.43000000,1255.50000000,1221.00000000,1240.36000000,229889.74155000,1610985599999,285535143.98493090,199687,122077.65968000,151646826.31355490
2,2021-01-18 11:00:00,1240.21000000,1248.48000000,1211.66000000,1227.67000000,150138.28973000,1610999999999,183948142.51004710,129663,72639.00479000,89020536.17009670
3,2021-01-18 15:00:00,1227.68000000,1260.75000000,1222.52000000,1258.45000000,103039.01299000,1611014399999,127893664.96247590,101557,52692.53079000,65435939.20022320
4,2021-01-18 19:00:00,1258.52000000,1345.00000000,1251.49000000,1321.50000000,466704.40297000,1611028799999,611443356.83828890,341477,244337.52537000,319948178.69349910
5,2021-01-18 23:00:00,1321.58000000,1379.64000000,1302.18000000,1375.00000000,287149.85972000,1611043199999,383415695.57673910,235931,152316.96833000,203554157.37842380
0,2021-01-19 03:00:00,1374.73000000,1433.00000000,1362.77000000,1429.56000000,441752.16268000,1611057599999,613797772.83427300,325425,237032.66445000,329549599.79272910
1,2021-01-19 07:00:00,1429.47000000,1438.30000000,1371.00000000,1413.95000000,376832.82943000,1611071999999,529490738.61090220,342173,181235.91597000,254769596.89198660
2,2021-01-19 11:00:00,1414.09000000,1437.59000000,1334.41000000,1359.60000000,423824.08728000,1611086399999,589571240.63638990,326521,200989.79823000,280130146.46013920
3,2021-01-19 15:00:00,1359.59000000,1424.96000000,1350.00000000,1365.36000000,282589.21550000,1611100799999,393262119.43371570,268954,142116.53058000,197842124.44398290
4,2021-01-19 19:00:00,1365.36000000,1407.93000000,1340.00000000,1344.03000000,314283.12785000,1611115199999,433911069.12225580,253847,153310.22512000,211827304.14830860
5,2021-01-19 23:00:00,1344.11000000,1379.60000000,1316.25000000,1369.92000000,303676.79555000,1611129599999,411519480.58688110,245424,154090.90794000,208902916.23157330
0,2021-01-20 03:00:00,1369.94000000,1373.46000000,1250.00000000,1265.39000000,572418.11700000,1611143999999,745068589.79069330,423117,267271.38353000,348127776.69545340
1,2021-01-20 07:00:00,1265.41000000,1321.95000000,1235.42000000,1273.29000000,451867.65597000,1611158399999,581316975.73312460,390944,225310.34411000,290160098.45521200
2,2021-01-20 11:00:00,1273.17000000,1350.00000000,1248.59000000,1345.80000000,348733.00163000,1611172799999,453093149.30225980,276484,181459.36298000,235970111.13031390
3,2021-01-20 15:00:00,1345.81000000,1389.42000000,1305.00000000,1376.99000000,228158.92344000,1611187199999,306747031.93178590,262437,121938.86392000,164042943.12899480
4,2021-01-20 19:00:00,1376.72000000,1390.00000000,1308.30000000,1326.50000000,274089.35217000,1611201599999,367643915.66580190,245895,135359.60152000,181544452.43496800
5,2021-01-20 23:00:00,1326.01000000,1336.22000000,1278.99000000,1309.62000000,235026.10869000,1611215999999,306280601.55227070,192626,111590.72064000,145525564.32234020
0,2021-01-21 03:00:00,1309.53000000,1312.38000000,1222.00000000,1236.31000000,484962.37608000,1611230399999,610302740.82798730,351124,233361.86560000,293732394.76684880
1,2021-01-21 07:00:00,1236.43000000,1260.00000000,1185.75000000,1188.68000000,523157.16118000,1611244799999,638490109.21230360,399512,252821.95351000,308766489.09162880
2,2021-01-21 11:00:00,1188.54000000,1238.90000000,1164.00000000,1231.18000000,349964.97732000,1611259199999,418888597.32146130,291022,175721.80544000,210444565.81408240
3,2021-01-21 15:00:00,1231.02000000,1235.00000000,1086.00000000,1110.96000000,386964.82821000,1611273599999,445406550.20114570,343279,179486.02147000,206839163.77321710
4,2021-01-21 19:00:00,1111.98000000,1164.00000000,1042.31000000,1160.73000000,667507.41144000,1611287999999,733331877.79089290,520673,332132.78961000,365333270.55495280
5,2021-01-21 23:00:00,1160.65000000,1189.00000000,1132.00000000,1143.58000000,318405.73175000,1611302399999,370931984.73898030,280683,161611.79067000,188340851.05949380
0,2021-01-22 03:00:00,1143.57000000,1210.95000000,1121.49000000,1197.57000000,347883.62511000,1611316799999,407742840.78998380,253357,184106.93639000,215836916.51341740
1,2021-01-22 07:00:00,1197.36000000,1242.01000000,1193.28000000,1232.88000000,275957.55946000,1611331199999,336676150.42090990,218453,146066.24396000,178231698.45778710
2,2021-01-22 11:00:00,1233.14000000,1272.29000000,1214.87000000,1267.61000000,236529.01958000,1611345599999,294450074.39601530,199098,123063.79412000,153172377.36004450
3,2021-01-22 15:00:00,1267.69000000,1273.79000000,1218.00000000,1232.62000000,174309.86939000,1611359999999,217134903.18077240,179746,89207.30446000,111161489.52527660
4,2021-01-22 19:00:00,1232.61000000,1242.85000000,1205.70000000,1231.67000000,182335.82961000,1611374399999,222940489.06642260,212210,88421.48037000,108159831.68782460
5,2021-01-22 23:00:00,1231.67000000,1268.49000000,1229.00000000,1259.62000000,135462.95556000,1611388799999,169826765.77316830,124139,69138.61796000,86686992.10379610
0,2021-01-23 03:00:00,1259.61000000,1272.44000000,1212.50000000,1219.07000000,209817.27060000,1611403199999,261165135.45260080,184613,104993.38842000,130707911.37966900
1,2021-01-23 07:00:00,1219.07000000,1242.08000000,1195.90000000,1230.26000000,183330.07763000,1611417599999,224378902.02181070,160649,90865.27914000,111252972.63773120
2,2021-01-23 11:00:00,1230.26000000,1264.00000000,1223.75000000,1257.83000000,175610.90937000,1611431999999,219432307.32634260,142118,90919.81819000,113634156.56064980
3,2021-01-23 15:00:00,1257.83000000,1259.86000000,1223.85000000,1233.60000000,122988.03981000,1611446399999,152832092.12238560,109142,61412.31296000,76339422.21132520
4,2021-01-23 19:00:00,1233.46000000,1294.00000000,1220.00000000,1293.33000000,206011.15155000,1611460799999,258351689.91021470,160054,105516.23433000,132401273.01823120
5,2021-01-23 23:00:00,1293.53000000,1334.88000000,1288.52000000,1314.74000000,302530.69855000,1611475199999,397496503.26794870,219994,165991.88141000,218005092.70393820
0,2021-01-24 03:00:00,1314.74000000,1350.04000000,1310.00000000,1342.97000000,217886.02594000,1611489599999,290682404.45349180,203764,113494.19916000,151449692.15000290
1,2021-01-24 07:00:00,1343.07000000,1348.26000000,1298.22000000,1320.50000000,249036.75205000,1611503999999,328823374.09534970,225515,125274.35766000,165445767.29920560
2,2021-01-24 11:00:00,1320.50000000,1365.00000000,1304.00000000,1326.37000000,327450.59784000,1611518399999,437885168.56387080,282511,164815.05521000,220478240.17753900
3,2021-01-24 15:00:00,1326.37000000,1398.83000000,1324.13000000,1392.51000000,207964.31224000,1611532799999,283526487.24964350,222148,115282.78147000,157272323.28949870
4,2021-01-24 19:00:00,1392.19000000,1475.00000000,1383.12000000,1426.91000000,490092.45154000,1611547199999,703395816.01200300,405684,253844.36664000,364234438.43579640
5,2021-01-24 23:00:00,1426.99000000,1445.00000000,1392.20000000,1424.61000000,222027.33364000,1611561599999,315107448.18119410,210905,110227.98316000,156535646.82898700
0,2021-01-25 03:00:00,1424.65000000,1427.72000000,1379.08000000,1411.18000000,244667.19152000,1611575999999,343509401.52669060,215092,125375.94054000,176014721.78528120
1,2021-01-25 07:00:00,1411.41000000,1444.36000000,1399.44000000,1434.87000000,291210.57348000,1611590399999,414091172.66934580,230490,156034.79656000,221956217.30768960
2,2021-01-25 11:00:00,1434.95000000,1442.72000000,1354.86000000,1382.87000000,286266.95633000,1611604799999,399442225.47918090,268119,137325.40652000,191639403.25135240
3,2021-01-25 15:00:00,1382.90000000,1383.63000000,1293.69000000,1317.88000000,351176.80638000,1611619199999,468721173.02877330,331222,160538.76487000,214435486.37680190
4,2021-01-25 19:00:00,1317.60000000,1378.49000000,1297.00000000,1312.80000000,288743.11666000,1611633599999,387461250.11399340,266751,140498.47135000,188594364.99564250
5,2021-01-25 23:00:00,1312.80000000,1349.00000000,1301.56000000,1317.41000000,217643.08348000,1611647999999,287915668.74430400,194932,111791.77158000,147970625.83854330
0,2021-01-26 03:00:00,1317.34000000,1344.82000000,1294.83000000,1313.46000000,215797.05351000,1611662399999,284890628.94987910,190773,110528.13320000,145996172.38537190
1,2021-01-26 07:00:00,1313.61000000,1319.69000000,1244.56000000,1279.95000000,410722.91647000,1611676799999,525395738.98277670,315587,203528.57601000,260455887.82929550
2,2021-01-26 11:00:00,1279.94000000,1353.00000000,1267.02000000,1341.94000000,327272.10366000,1611691199999,430112372.38505400,259943,172645.66213000,226906606.69915850
3,2021-01-26 15:00:00,1341.93000000,1374.22000000,1325.00000000,1365.97000000,222745.38421000,1611705599999,300976009.21670540,195192,117666.68708000,159044710.10587890
4,2021-01-26 19:00:00,1366.54000000,1373.90000000,1300.00000000,1309.00000000,221868.08106000,1611719999999,294318320.42376290,191207,108569.50043000,144039034.29727100
5,2021-01-26 23:00:00,1309.01000000,1320.02000000,1273.13000000,1293.36000000,207358.03642000,1611734399999,268807475.14395400,238614,93382.30878000,121058223.63667610
0,2021-01-27 03:00:00,1293.37000000,1302.38000000,1245.00000000,1249.02000000,387545.07779000,1611748799999,492445853.99582350,279180,199576.63494000,253821780.17089390
1,2021-01-27 07:00:00,1248.78000000,1286.15000000,1207.00000000,1281.08000000,507810.32220000,1611763199999,632059411.84394000,418708,254957.68324000,317642455.71319280
2,2021-01-27 11:00:00,1281.40000000,1307.76000000,1222.17000000,1268.77000000,433346.82266000,1611777599999,548270664.21470140,363943,215507.87627000,272849527.23857310
3,2021-01-27 15:00:00,1268.78000000,1297.00000000,1233.11000000,1239.03000000,251843.74345000,1611791999999,318748175.45266280,245644,125754.24201000,159366696.44049680
4,2021-01-27 19:00:00,1238.93000000,1290.87000000,1217.23000000,1287.59000000,203882.77686000,1611806399999,256201896.15746520,221625,98738.98590000,124266235.13242460
5,2021-01-27 23:00:00,1287.31000000,1325.00000000,1270.71000000,1284.88000000,213965.01458000,1611820799999,277327037.17031090,189416,115217.55183000,149367276.37407270
0,2021-01-28 03:00:00,1284.93000000,1309.08000000,1260.00000000,1302.55000000,208220.74435000,1611835199999,268444226.28119550,186055,105433.29055000,136019125.59740140
1,2021-01-28 07:00:00,1302.54000000,1358.61000000,1292.59000000,1350.43000000,346575.98340000,1611849599999,461814148.63190970,329073,179394.90603000,239103244.51823460
2,2021-01-28 11:00:00,1350.43000000,1356.00000000,1320.00000000,1332.24000000,207867.54825000,1611863999999,278668615.93195380,178627,105628.97617000,141655227.92086970
3,2021-01-28 15:00:00,1332.36000000,1360.00000000,1323.35000000,1329.69000000,184757.65218000,1611878399999,248034954.02095910,170228,98112.52871000,131780651.82534810
4,2021-01-28 19:00:00,1329.44000000,1374.13000000,1309.04000000,1320.82000000,272864.99116000,1611892799999,367218435.19991240,245246,134078.69622000,180612718.93011660
5,2021-01-28 23:00:00,1320.80000000,1326.53000000,1285.35000000,1315.90000000,251920.55637000,1611907199999,328257966.10424990,215676,120734.71316000,157337222.43778480
0,2021-01-29 03:00:00,1315.86000000,1429.99000000,1295.01000000,1416.96000000,713546.56387000,1611921599999,978440510.05570410,476906,371829.03060000,510465447.67300960
1,2021-01-29 07:00:00,1416.83000000,1436.90000000,1371.33000000,1396.18000000,409155.65427000,1611935999999,575325837.73635400,279921,204413.65040000,287493200.14261750
